79,18.63,18.88,47.61,47.61,2022,1,9,16,52,46,0,0.07,0.00,215.22,5,1.96
79,18.63,18.81,47.61,47.61,2022,1,9,16,52,50,0,0.08,0.00,206.36,5,1.96
1750,18.63,18.81,47.61,47.61,2022,1,9,16,52,51,0,0.08,0.00,204.07,5,1.96
3371,18.63,18.88,47.61,47.61,2022,1,9,16,52,53,0,0.08,0.00,200.46,5,1.96
5188,18.63,18.88,47.61,47.61,2022,1,9,16,52,55,0,0.07,0.00,198.16,5,1.96
626,12.25,13.31,0.00,0.00,2022,1,9,16,55,41,0,0.00,0.00,0.00,0,99.99
2248,12.13,13.25,0.00,0.00,2022,1,9,16,55,42,0,0.00,0.00,0.00,0,99.99
3838,12.13,13.19,0.00,0.00,2022,1,9,16,55,44,0,0.00,0.00,0.00,3,5.69
5720,11.94,13.19,47.61,47.61,2022,1,9,16,55,46,0,0.23,0.00,239.17,5,2.28
7343,11.94,13.06,47.61,47.61,2022,1,9,16,55,47,0,0.85,0.00,230.64,5,2.28
8938,11.88,13.06,47.61,47.61,2022,1,9,16,55,49,0,1.53,0.00,246.06,5,1.90
10833,11.81,13.00,47.61,47.61,2022,1,9,16,55,51,0,1.04,0.00,231.63,5,1.90
12810,11.75,12.94,47.61,47.61,2022,1,9,16,55,53,0,0.54,0.00,225.07,5,1.90
14788,11.69,12.81,47.61,47.61,2022,1,9,16,55,55,0,0.25,0.00,220.14,5,1.90
16755,11.56,12.81,47.61,47.61,2022,1,9,16,55,57,0,0.86,0.00,224.74,5,1.90
18501,11.50,12.69,47.61,47.61,2022,1,9,16,55,59,0,0.40,0.00,224.74,5,1.90
20124,11.50,12.63,47.61,47.61,2022,1,9,16,56,0,0,0.39,0.00,230.31,5,1.90
21865,11.44,12.56,47.61,47.61,2022,1,9,16,56,2,0,0.96,0.00,232.94,5,1.90
23864,11.38,12.56,47.61,47.61,2022,1,9,16,56,4,0,2.15,356.96,233.92,5,1.90
25804,11.25,12.50,47.61,47.61,2022,1,9,16,56,6,0,0.62,356.96,229.33,5,1.89
27791,11.25,12.50,47.61,47.61,2022,1,9,16,56,8,0,0.51,356.96,225.72,5,1.89
29783,11.19,12.38,47.61,47.61,2022,1,9,16,56,10,0,0.23,356.96,222.11,5,1.89
31770,11.13,12.38,47.61,47.61,2022,1,9,16,56,12,0,0.17,356.96,220.47,5,1.89
33789,11.13,12.31,47.61,47.61,2022,1,9,16,56,14,0,0.12,90122.00,219.16,5,1.89
35779,11.06,12.31,47.61,47.61,2022,1,9,16,56,16,0,0.08,90122.00,219.49,5,1.89
37777,11.00,12.19,47.61,47.61,2022,1,9,16,56,18,0,0.10,90122.00,219.16,5,1.89
39767,11.00,12.19,47.61,47.61,2022,1,9,16,56,20,0,0.06,90122.00,218.50,5,1.89
41783,10.94,12.06,47.61,47.61,2022,1,9,16,56,22,0,0.13,90122.00,217.19,5,1.89
43765,10.88,12.06,47.61,47.61,2022,1,9,16,56,24,0,0.48,90122.00,214.90,5,1.89
45755,10.81,12.00,47.61,47.61,2022,1,9,16,56,26,0,0.28,90122.00,214.24,5,1.89
47747,10.81,11.94,47.61,47.61,2022,1,9,16,56,28,0,0.26,90122.00,213.91,5,1.89
49737,10.75,11.88,47.61,47.61,2022,1,9,16,56,30,0,0.21,90122.00,212.93,5,1.89
51728,10.75,11.88,47.61,47.61,2022,1,9,16,56,32,0,0.16,90122.00,213.91,5,1.89
53719,10.69,11.81,47.61,47.61,2022,1,9,16,56,34,0,0.40,90122.00,214.57,5,1.89
55713,10.63,11.81,47.61,47.61,2022,1,9,16,56,36,0,0.36,90122.00,217.19,5,1.89
57703,10.50,11.69,47.61,47.61,2022,1,9,16,56,38,0,0.16,90122.00,218.83,5,1.88
59695,10.56,11.63,47.61,47.61,2022,1,9,16,56,40,0,0.35,90122.00,220.80,5,1.88
61685,10.50,11.63,47.61,47.61,2022,1,9,16,56,42,0,0.15,90122.00,222.77,5,1.88
63677,10.44,11.56,47.61,47.61,2022,1,9,16,56,44,0,0.02,90122.00,225.39,5,1.88
65667,10.38,11.44,47.61,47.61,2022,1,9,16,56,46,0,0.47,90122.00,226.71,5,1.88
67649,10.31,11.44,47.61,47.61,2022,1,9,16,56,48,0,0.06,90122.00,229.33,5,1.88
69632,10.31,11.44,47.61,47.61,2022,1,9,16,56,50,0,0.16,90122.00,232.28,5,1.88
71412,10.25,11.31,47.61,47.61,2022,1,9,16,56,52,0,0.16,90122.00,235.24,5,1.88
73039,10.19,11.31,47.61,47.61,2022,1,9,16,56,53,0,0.54,90122.00,235.56,5,1.88
74716,10.19,11.25,47.61,47.61,2022,1,9,16,56,55,0,0.22,90122.00,237.53,5,1.88
76688,10.19,11.19,47.61,47.61,2022,1,9,16,56,57,0,0.30,90122.00,239.83,5,1.88
78683,10.13,11.13,47.61,47.61,2022,1,9,16,56,59,0,0.41,90122.00,242.78,5,1.88
80681,10.06,11.06,47.61,47.61,2022,1,9,16,57,1,0,0.29,90122.00,244.09,5,1.88
82672,10.06,11.06,47.61,47.61,2022,1,9,16,57,3,0,0.54,90122.00,245.73,5,1.88
84685,10.00,11.00,47.61,47.61,2022,1,9,16,57,5,0,0.29,90122.00,250.98,6,1.34
86670,9.94,10.94,47.61,47.61,2022,1,9,16,57,7,0,0.22,90122.00,255.91,6,1.34
88663,9.94,10.88,47.61,47.61,2022,1,9,16,57,9,0,0.72,90122.00,261.15,6,1.34
90669,9.88,10.81,47.61,47.61,2022,1,9,16,57,11,0,0.07,90122.00,265.42,6,1.33
92669,9.81,10.81,47.61,47.61,2022,1,9,16,57,13,0,0.05,90122.00,270.01,6,1.33
94666,9.81,10.75,47.61,47.61,2022,1,9,16,57,15,0,0.53,90122.00,272.97,6,1.33
96668,9.75,10.69,47.61,47.61,2022,1,9,16,57,17,0,0.08,90122.00,276.57,6,1.33
98653,9.75,10.63,47.61,47.61,2022,1,9,16,57,19,0,0.06,90122.00,278.54,6,1.33
100652,9.69,10.63,47.61,47.61,2022,1,9,16,57,21,0,0.47,9012.00,280.18,6,1.33
102676,9.69,10.56,47.61,47.61,2022,1,9,16,57,23,0,0.01,9012.00,280.84,6,1.33
104641,9.56,10.50,47.61,47.61,2022,1,9,16,57,25,0,0.06,9012.00,279.86,6,1.33
106641,9.50,10.44,47.61,47.61,2022,1,9,16,57,27,0,0.05,9012.00,280.51,6,1.33
108628,9.50,10.38,47.61,47.61,2022,1,9,16,57,29,0,0.17,9012.00,279.53,6,1.33
110628,9.50,10.38,47.61,47.61,2022,1,9,16,57,31,0,0.44,90122.00,279.53,6,1.33
112622,9.50,10.25,47.61,47.61,2022,1,9,16,57,33,0,0.07,90122.00,278.87,6,1.33
114616,9.44,10.25,47.61,47.61,2022,1,9,16,57,35,0,0.18,90122.00,279.20,6,1.33
116613,9.38,10.19,47.61,47.61,2022,1,9,16,57,37,0,0.10,90122.00,279.53,6,1.33
118607,9.38,10.19,47.61,47.61,2022,1,9,16,57,39,0,0.12,90122.00,278.22,6,1.33
120620,9.38,10.13,47.61,47.61,2022,1,9,16,57,41,0,0.23,90122.00,278.54,6,1.33
122601,9.25,10.06,47.61,47.61,2022,1,9,16,57,43,0,0.14,90122.00,278.22,6,1.33
124595,9.25,10.00,47.61,47.61,2022,1,9,16,57,45,0,0.12,90122.00,277.56,6,1.33
126600,9.25,9.94,47.61,47.61,2022,1,9,16,57,47,0,0.08,90122.00,276.90,6,1.33
128606,9.19,9.94,47.61,47.61,2022,1,9,16,57,49,0,0.20,90122.00,274.93,6,1.33
130584,9.19,9.88,47.61,47.61,2022,1,9,16,57,51,0,0.01,90122.00,272.31,6,1.33
132579,9.06,9.88,47.61,47.61,2022,1,9,16,57,53,0,0.12,90122.00,270.01,6,1.33
134569,9.06,9.75,47.61,47.61,2022,1,9,16,57,55,0,0.24,90122.00,268.04,6,1.33
136601,9.06,9.75,47.61,47.61,2022,1,9,16,57,57,0,0.07,90122.00,267.06,6,1.33
138566,9.00,9.69,47.61,47.61,2022,1,9,16,57,59,0,0.23,90122.00,265.09,6,1.33
140559,9.00,9.69,47.61,47.61,2022,1,9,16,58,1,0,0.18,90122.00,263.12,6,1.33
142546,8.94,9.56,47.61,47.61,2022,1,9,16,58,3,0,0.01,90122.00,262.14,6,1.33
144543,8.94,9.56,47.61,47.61,2022,1,9,16,58,5,0,0.15,90122.00,261.15,6,1.33
146546,8.88,9.50,47.61,47.61,2022,1,9,16,58,7,0,0.08,90122.00,260.83,6,1.33
148537,8.81,9.50,47.61,47.61,2022,1,9,16,58,9,0,0.33,90122.00,259.19,6,1.33
150532,8.81,9.44,47.61,47.61,2022,1,9,16,58,11,0,0.31,90122.00,257.55,6,1.33
152536,8.75,9.38,47.61,47.61,2022,1,9,16,58,13,0,1.52,214.77,255.58,6,1.33
154518,8.75,9.38,47.61,47.61,2022,1,9,16,58,15,0,1.40,205.16,252.95,6,1.33
156533,8.75,9.31,47.61,47.61,2022,1,9,16,58,17,0,0.79,201.78,251.31,5,1.99
158509,8.63,9.31,47.61,47.61,2022,1,9,16,58,19,0,1.48,311.46,249.02,5,1.99
160506,8.63,9.25,47.61,47.61,2022,1,9,16,58,21,0,0.67,311.46,246.72,5,1.99
162501,8.63,9.13,47.61,47.61,2022,1,9,16,58,23,0,0.77,0.58,244.09,6,1.99
164498,8.56,9.13,47.61,47.61,2022,1,9,16,58,25,0,4.64,235.12,240.49,6,1.33
166506,8.56,9.13,47.61,47.61,2022,1,9,16,58,27,0,5.81,201.65,236.88,6,1.33
168498,8.44,9.06,47.61,47.61,2022,1,9,16,58,29,0,2.66,197.59,233.27,6,1.33
170533,8.44,9.00,47.61,47.61,2022,1,9,16,58,31,0,2.67,197.05,230.31,6,1.33
172490,8.44,8.94,47.61,47.61,2022,1,9,16,58,33,0,1.78,194.81,228.67,6,1.33
174476,8.44,8.94,47.61,47.61,2022,1,9,16,58,35,0,2.41,194.97,227.03,6,1.33
176483,8.38,8.88,47.61,47.61,2022,1,9,16,58,37,0,0.76,195.99,226.71,6,1.33
178464,8.38,8.81,47.61,47.61,2022,1,9,16,58,39,0,0.56,195.99,226.71,6,1.33
180481,8.25,8.81,47.61,47.61,2022,1,9,16,58,41,0,1.57,194.78,228.35,6,1.33
182456,8.25,8.75,47.61,47.61,2022,1,9,16,58,43,0,1.35,116.48,230.64,6,1.33
184459,8.25,8.75,47.61,47.61,2022,1,9,16,58,45,0,0.58,62.10,232.61,6,1.33
186456,8.25,8.69,47.61,47.61,2022,1,9,16,58,47,0,0.41,62.10,234.58,6,1.33
188439,8.13,8.63,47.61,47.61,2022,1,9,16,58,49,0,0.82,0.00,236.22,6,1.33
190436,8.13,8.63,47.61,47.61,2022,1,9,16,58,51,0,0.05,0.00,237.53,6,1.33
192429,8.13,8.56,47.61,47.61,2022,1,9,16,58,53,0,0.17,0.00,237.86,6,1.33
194423,8.06,8.56,47.61,47.61,2022,1,9,16,58,55,0,0.28,0.00,237.53,6,1.33
196422,8.06,8.50,47.61,47.61,2022,1,9,16,58,57,0,0.20,90122.00,239.83,6,1.33
198419,8.00,8.44,47.61,47.61,2022,1,9,16,58,59,0,0.18,90122.00,240.49,6,1.33
200422,8.00,8.44,47.61,47.61,2022,1,9,16,59,1,0,1.00,90122.00,240.16,6,1.33
202408,7.94,8.38,47.61,47.61,2022,1,9,16,59,3,0,0.20,90122.00,239.17,6,1.32
204437,7.94,8.38,47.61,47.61,2022,1,9,16,59,5,0,0.74,90122.00,236.55,6,1.32
206405,7.88,8.31,47.61,47.61,2022,1,9,16,59,7,0,0.14,90122.00,236.22,5,1.84
208390,7.88,8.31,47.61,47.61,2022,1,9,16,59,9,0,0.41,90122.00,236.88,5,1.84
210385,7.88,8.25,47.61,47.61,2022,1,9,16,59,11,0,0.93,90122.00,235.56,5,1.84
212386,7.81,8.25,47.61,47.61,2022,1,9,16,59,13,0,0.99,0.00,240.49,6,1.84
214400,7.75,8.13,47.61,47.61,2022,1,9,16,59,15,0,0.16,90122.00,244.42,5,1.84
216389,7.75,8.13,47.61,47.61,2022,1,9,16,59,17,0,0.12,90122.00,250.66,6,1.32
218377,7.69,8.13,47.61,47.61,2022,1,9,16,59,19,0,0.03,90122.00,256.89,6,1.32
220375,7.69,8.06,47.61,47.61,2022,1,9,16,59,21,0,0.09,90122.00,261.81,6,1.32
222365,7.75,8.06,47.61,47.61,2022,1,9,16,59,23,0,0.02,90122.00,266.40,6,1.32
224360,7.69,8.00,47.61,47.61,2022,1,9,16,59,25,0,0.07,901.00,271.65,6,1.32
226362,7.63,8.00,47.61,47.61,2022,1,9,16,59,27,0,0.05,901.00,275.92,6,1.32
228349,7.56,7.88,47.61,47.61,2022,1,9,16,59,29,0,0.13,901.00,280.18,6,1.32
230348,7.50,7.88,47.61,47.61,2022,1,9,16,59,31,0,0.22,901.00,283.46,6,1.32
232341,7.56,7.81,47.61,47.61,2022,1,9,16,59,33,0,0.10,901.00,286.42,6,1.32
234335,7.50,7.81,47.61,47.61,2022,1,9,16,59,35,0,0.05,901.00,288.71,6,1.32
236335,7.44,7.81,47.61,47.61,2022,1,9,16,59,37,0,0.06,0.00,291.01,6,1.32
238324,7.44,7.81,47.61,47.61,2022,1,9,16,59,39,0,0.02,0.00,291.99,6,1.32
240363,7.44,7.75,47.61,47.61,2022,1,9,16,59,41,0,0.12,0.00,292.32,6,1.32
242318,7.38,7.69,47.61,47.61,2022,1,9,16,59,43,0,0.01,0.00,290.68,6,1.32
244306,7.31,7.63,47.61,47.61,2022,1,9,16,59,45,0,0.08,0.00,286.42,5,1.83
246307,7.31,7.63,47.61,47.61,2022,1,9,16,59,47,0,0.12,90122.00,281.50,6,1.32
248309,7.31,7.63,47.61,47.61,2022,1,9,16,59,49,0,0.31,90122.00,273.62,6,1.32
250312,7.31,7.56,47.61,47.61,2022,1,9,16,59,51,0,0.43,138.69,262.80,6,1.32
252288,7.31,7.56,47.61,47.61,2022,1,9,16,59,53,0,0.20,90122.00,255.25,5,1.83
254290,7.25,7.50,47.61,47.61,2022,1,9,16,59,55,0,0.10,90122.00,249.02,5,1.83
256279,7.19,7.44,47.61,47.61,2022,1,9,16,59,57,0,0.76,90122.00,242.78,5,1.83
258301,7.19,7.50,47.61,47.61,2022,1,9,16,59,59,0,0.46,90122.00,238.52,6,1.83
260278,7.13,7.44,47.61,47.61,2022,1,9,17,0,1,0,0.12,90122.00,234.58,6,1.83
262269,7.13,7.38,47.61,47.61,2022,1,9,17,0,3,0,0.40,90122.00,227.03,6,1.32
264272,7.06,7.38,47.61,47.61,2022,1,9,17,0,5,0,0.37,90122.00,220.80,6,1.32
266263,7.06,7.38,47.61,47.61,2022,1,9,17,0,7,0,0.12,90122.00,213.58,6,1.32
268261,7.06,7.31,47.61,47.61,2022,1,9,17,0,9,0,0.08,90122.00,207.02,5,1.99
270248,7.00,7.31,47.61,47.61,2022,1,9,17,0,11,0,0.08,90122.00,205.71,5,2.32
272252,7.00,7.31,47.61,47.61,2022,1,9,17,0,13,0,0.62,0.00,204.07,6,1.83
274270,6.94,7.19,47.61,47.61,2022,1,9,17,0,15,0,0.58,0.00,201.77,6,1.83
276270,6.94,7.19,47.61,47.61,2022,1,9,17,0,17,0,0.26,0.00,196.19,5,1.99
278257,6.88,7.13,47.61,47.61,2022,1,9,17,0,19,0,1.33,169.43,190.29,5,1.99
280259,6.88,7.13,47.61,47.61,2022,1,9,17,0,21,0,0.77,169.43,185.04,5,1.99
282250,6.81,7.06,47.61,47.61,2022,1,9,17,0,23,0,1.36,90.08,182.09,6,1.99
284257,6.81,7.06,47.61,47.61,2022,1,9,17,0,25,0,3.12,134.76,178.48,6,1.32
286263,6.81,7.06,47.61,47.61,2022,1,9,17,0,27,0,10.44,194.73,172.24,6,1.32
288258,6.75,7.00,47.61,47.61,2022,1,9,17,0,29,0,5.74,196.72,170.93,5,1.99
