1,2022,3,21,22,33,36,5,19.44,19.94,47.60776,-122.54082,0.02,206.36,2.00,
1,2022,3,21,22,33,38,5,19.50,20.00,47.60777,-122.54082,0.07,201.77,2.00,
1,2022,3,21,22,33,40,5,19.44,19.94,47.60777,-122.54082,0.09,199.48,2.00,
1,2022,3,21,22,33,42,5,19.50,20.00,47.60777,-122.54081,0.01,200.46,2.00,
1,2022,3,21,22,33,44,5,19.44,19.94,47.60776,-122.54081,0.00,202.10,2.00,
0,2022,3,21,22,35,6,0,18.00,19.63,0.00000,0.00000,0.00,0.00,99.99,
0,2022,3,21,22,35,7,0,18.00,19.50,0.00000,0.00000,0.00,0.00,99.99,
1,2022,3,21,22,35,9,5,17.88,19.44,47.60757,-122.54073,0.61,136.48,4.88,
1,2022,3,21,22,35,11,4,17.81,19.38,47.60763,-122.54059,0.72,200.46,4.88,
1,2022,3,21,22,35,13,4,17.75,19.25,47.60765,-122.54055,0.72,220.47,4.89,
1,2022,3,21,22,35,15,4,17.63,19.13,47.60765,-122.54057,0.89,204.72,2.01,
1,2022,3,21,22,35,17,5,17.56,19.00,47.60763,-122.54060,0.29,182.74,2.00,
1,2022,3,21,22,35,18,5,17.44,18.81,47.60762,-122.54059,0.43,182.09,2.00,
1,2022,3,21,22,35,20,5,17.38,18.75,47.60762,-122.54059,0.61,180.12,2.00,
1,2022,3,21,22,35,22,5,17.25,18.63,47.60762,-122.54060,0.07,178.15,2.00,
1,2022,3,21,22,35,24,5,17.19,18.44,47.60763,-122.54062,0.05,174.87,2.00,
1,2022,3,21,22,35,26,5,17.13,18.38,47.60764,-122.54063,0.03,177.17,2.00,
1,2022,3,21,22,35,28,5,17.00,18.25,47.60764,-122.54063,0.06,179.13,2.00,
1,2022,3,21,22,35,30,5,16.94,18.19,47.60765,-122.54063,0.02,179.79,2.00,
1,2022,3,21,22,35,32,5,16.88,18.19,47.60765,-122.54063,0.02,179.79,2.00,
1,2022,3,21,22,35,34,6,16.81,18.13,47.60769,-122.54064,0.58,205.38,1.46,
1,2022,3,21,22,35,36,6,16.81,18.06,47.60771,-122.54065,0.01,214.90,1.46,
1,2022,3,21,22,35,38,6,16.75,18.00,47.60771,-122.54065,0.10,215.22,1.47,
1,2022,3,21,22,35,40,6,16.69,17.88,47.60771,-122.54066,0.03,213.58,1.47,
1,2022,3,21,22,35,42,6,16.63,17.81,47.60770,-122.54066,0.06,211.94,1.47,
1,2022,3,21,22,35,44,6,16.56,17.75,47.60770,-122.54066,0.02,209.97,1.47,
1,2022,3,21,22,35,46,6,16.50,17.69,47.60770,-122.54066,0.01,208.33,1.47,
1,2022,3,21,22,35,48,6,16.44,17.63,47.60770,-122.54066,0.03,207.02,1.47,
1,2022,3,21,22,35,50,6,16.38,17.56,47.60769,-122.54066,0.03,205.71,1.47,
1,2022,3,21,22,35,52,6,16.38,17.50,47.60769,-122.54066,0.00,204.40,1.47,
1,2022,3,21,22,35,54,6,16.25,17.44,47.60769,-122.54066,0.03,203.74,1.47,
1,2022,3,21,22,35,56,6,16.25,17.44,47.60769,-122.54066,0.01,204.07,1.47,
1,2022,3,21,22,35,58,6,16.19,17.31,47.60769,-122.54066,0.00,205.71,1.47,
1,2022,3,21,22,36,0,6,16.13,17.25,47.60769,-122.54066,0.01,207.35,1.47,
1,2022,3,21,22,36,2,6,16.13,17.19,47.60770,-122.54066,0.02,209.97,1.47,
1,2022,3,21,22,36,4,6,16.06,17.13,47.60770,-122.54066,0.06,213.25,1.47,
1,2022,3,21,22,36,6,6,16.06,17.13,47.60771,-122.54066,0.05,216.86,1.47,
1,2022,3,21,22,36,8,6,15.94,17.06,47.60771,-122.54066,0.05,220.14,1.47,
1,2022,3,21,22,36,7,6,15.94,17.00,47.60771,-122.54066,0.01,221.46,1.47,
1,2022,3,21,22,36,9,6,15.88,16.94,47.60771,-122.54066,0.00,222.44,1.47,
1,2022,3,21,22,36,11,6,15.81,16.94,47.60772,-122.54066,0.08,223.10,1.47,
1,2022,3,21,22,36,13,6,15.81,16.88,47.60772,-122.54066,0.01,224.41,1.47,
1,2022,3,21,22,36,15,6,15.75,16.81,47.60772,-122.54067,0.05,225.72,1.47,
1,2022,3,21,22,36,17,6,15.69,16.75,47.60772,-122.54067,0.02,227.03,1.47,
1,2022,3,21,22,36,19,6,15.69,16.69,47.60773,-122.54067,0.07,229.00,1.47,
1,2022,3,21,22,36,21,6,15.63,16.63,47.60773,-122.54068,0.00,230.31,1.48,
1,2022,3,21,22,36,23,6,15.56,16.56,47.60773,-122.54068,0.01,231.63,1.48,
1,2022,3,21,22,36,25,6,15.56,16.56,47.60773,-122.54068,0.03,232.94,1.48,
1,2022,3,21,22,36,27,6,15.56,16.50,47.60773,-122.54068,0.01,232.94,1.48,
1,2022,3,21,22,36,29,6,15.50,16.50,47.60773,-122.54068,0.05,232.61,1.48,
1,2022,3,21,22,36,31,6,15.44,16.44,47.60773,-122.54068,0.02,232.28,1.48,
1,2022,3,21,22,36,33,6,15.44,16.31,47.60773,-122.54069,0.00,230.97,1.48,
1,2022,3,21,22,36,35,6,15.38,16.25,47.60773,-122.54069,0.00,229.00,1.48,
1,2022,3,21,22,36,37,6,15.38,16.25,47.60773,-122.54069,0.02,227.03,1.48,
1,2022,3,21,22,36,39,6,15.25,16.25,47.60773,-122.54068,0.01,225.07,1.48,
1,2022,3,21,22,36,41,6,15.19,16.13,47.60772,-122.54068,0.02,223.43,1.48,
1,2022,3,21,22,36,43,6,15.19,16.13,47.60772,-122.54068,0.02,222.44,1.48,
1,2022,3,21,22,36,45,6,15.13,16.06,47.60772,-122.54068,0.01,221.46,1.48,
1,2022,3,21,22,36,47,6,15.13,16.00,47.60772,-122.54068,0.03,221.13,1.48,
1,2022,3,21,22,36,49,6,15.06,16.00,47.60771,-122.54068,0.02,220.47,1.48,
1,2022,3,21,22,36,51,6,15.06,15.94,47.60771,-122.54067,0.01,218.83,1.48,
1,2022,3,21,22,36,53,6,15.00,15.94,47.60770,-122.54067,0.01,216.54,1.48,
1,2022,3,21,22,36,55,6,14.94,15.88,47.60770,-122.54067,0.01,214.24,1.48,
1,2022,3,21,22,36,57,6,14.94,15.81,47.60769,-122.54067,0.00,211.61,1.48,
1,2022,3,21,22,36,59,6,14.88,15.88,47.60769,-122.54067,0.05,208.66,1.48,
1,2022,3,21,22,37,1,6,14.88,15.75,47.60769,-122.54067,0.01,204.72,1.48,
1,2022,3,21,22,37,3,6,14.81,15.75,47.60768,-122.54067,0.02,201.12,1.48,
1,2022,3,21,22,37,5,6,14.75,15.69,47.60768,-122.54067,0.02,198.16,1.48,
1,2022,3,21,22,37,7,6,14.75,15.69,47.60768,-122.54067,0.00,194.88,1.49,
1,2022,3,21,22,37,9,6,14.75,15.63,47.60768,-122.54067,0.05,191.93,1.49,
1,2022,3,21,22,37,11,6,14.69,15.63,47.60768,-122.54067,0.05,188.32,1.49,
1,2022,3,21,22,37,13,6,14.69,15.56,47.60768,-122.54067,0.12,184.71,1.49,
1,2022,3,21,22,37,15,6,14.63,15.50,47.60768,-122.54067,0.08,180.12,1.49,
1,2022,3,21,22,37,17,6,14.63,15.44,47.60767,-122.54067,0.05,177.82,1.49,
1,2022,3,21,22,37,19,6,14.56,15.44,47.60768,-122.54067,0.79,171.92,1.49,
1,2022,3,21,22,37,21,6,14.50,15.38,47.60768,-122.54067,0.07,169.62,1.49,
1,2022,3,21,22,37,23,6,14.44,15.31,47.60768,-122.54067,0.37,173.23,1.49,
1,2022,3,21,22,37,25,6,14.38,15.19,47.60767,-122.54066,0.15,167.98,1.49,
1,2022,3,21,22,37,27,6,14.31,15.13,47.60767,-122.54066,0.49,170.28,1.49,
1,2022,3,21,22,37,29,6,14.25,16.50,47.60767,-122.54066,0.26,174.54,1.49,
1,2022,3,21,22,37,31,6,14.06,18.56,47.60768,-122.54066,0.78,175.52,1.49,
1,2022,3,21,22,37,33,6,13.94,19.63,47.60769,-122.54065,2.99,172.57,1.49,
1,2022,3,21,22,37,35,6,13.75,20.44,47.60769,-122.54062,2.75,178.48,1.49,
1,2022,3,21,22,37,37,6,13.56,21.13,47.60771,-122.54059,2.80,180.77,1.49,
1,2022,3,21,22,37,39,6,13.44,21.69,47.60773,-122.54053,4.48,183.07,1.49,
1,2022,3,21,22,37,41,6,13.25,22.25,47.60775,-122.54050,3.65,177.82,1.49,
1,2022,3,21,22,37,43,6,13.13,22.75,47.60777,-122.54049,2.45,172.90,1.49,
1,2022,3,21,22,37,45,6,12.94,23.25,47.60778,-122.54047,2.85,180.77,1.49,
1,2022,3,21,22,37,47,6,12.75,23.69,47.60781,-122.54045,2.58,203.74,1.49,
1,2022,3,21,22,37,49,6,12.69,24.06,47.60784,-122.54046,2.75,219.49,1.49,
1,2022,3,21,22,37,51,6,12.50,24.50,47.60786,-122.54046,2.23,212.27,1.49,
1,2022,3,21,22,37,53,6,12.38,24.81,47.60789,-122.54046,2.84,204.72,1.50,
1,2022,3,21,22,37,55,6,12.19,25.13,47.60793,-122.54047,2.20,198.82,1.50,
1,2022,3,21,22,37,57,6,12.06,25.44,47.60796,-122.54047,8.15,197.18,1.50,
1,2022,3,21,22,37,59,6,11.88,25.75,47.60800,-122.54050,3.43,192.26,1.50,
1,2022,3,21,22,38,1,6,11.81,26.06,47.60803,-122.54053,4.06,186.35,1.50,
1,2022,3,21,22,38,3,6,11.63,26.25,47.60805,-122.54054,2.67,179.79,1.50,
1,2022,3,21,22,38,5,6,11.56,26.44,47.60807,-122.54053,2.19,175.52,1.50,
1,2022,3,21,22,38,7,6,11.38,26.69,47.60810,-122.54050,5.36,166.99,1.50,
1,2022,3,21,22,38,9,6,11.31,26.94,47.60812,-122.54048,1.84,179.79,1.50,
1,2022,3,21,22,38,11,6,11.25,27.13,47.60813,-122.54041,4.17,191.93,1.50,
1,2022,3,21,22,38,13,6,11.25,27.38,47.60812,-122.54034,2.64,193.24,1.50,
1,2022,3,21,22,38,15,6,11.13,27.56,47.60811,-122.54030,2.32,191.27,1.50,
1,2022,3,21,22,38,17,6,11.06,27.69,47.60810,-122.54025,2.70,206.69,1.50,
1,2022,3,21,22,38,19,6,11.06,27.88,47.60809,-122.54019,1.91,250.00,1.50,
1,2022,3,21,22,38,21,6,11.00,28.00,47.60808,-122.54015,1.97,281.82,1.50,
1,2022,3,21,22,38,23,6,11.00,28.19,47.60809,-122.54012,1.09,298.56,1.50,
1,2022,3,21,22,38,25,6,10.94,28.38,47.60808,-122.54010,0.23,321.85,1.50,
1,2022,3,21,22,38,27,6,10.88,28.44,47.60807,-122.54008,2.19,334.65,1.50,
1,2022,3,21,22,38,29,6,10.81,28.63,47.60808,-122.54004,2.54,339.89,1.50,
1,2022,3,21,22,38,31,6,10.81,28.69,47.60808,-122.53999,3.13,343.18,1.50,
1,2022,3,21,22,38,33,6,10.75,28.81,47.60808,-122.53996,2.35,353.02,1.50,
1,2022,3,21,22,38,35,6,10.63,28.88,47.60811,-122.53992,4.50,361.88,1.50,
1,2022,3,21,22,38,37,6,10.69,29.06,47.60812,-122.53987,3.04,355.64,1.51,
1,2022,3,21,22,38,39,6,10.63,29.13,47.60810,-122.53982,1.32,343.18,1.51,
1,2022,3,21,22,38,41,6,10.56,29.25,47.60812,-122.53979,2.09,346.13,1.51,
1,2022,3,21,22,38,43,6,10.56,29.31,47.60812,-122.53975,3.28,348.75,1.51,
1,2022,3,21,22,38,45,6,10.44,29.44,47.60810,-122.53970,2.46,364.50,1.51,
1,2022,3,21,22,38,47,6,10.44,29.50,47.60811,-122.53967,3.71,359.91,1.51,
1,2022,3,21,22,38,49,6,10.44,29.63,47.60811,-122.53964,2.89,347.77,1.51,
1,2022,3,21,22,38,51,6,10.38,29.69,47.60811,-122.53960,2.32,354.33,1.51,
1,2022,3,21,22,38,53,6,10.31,29.81,47.60810,-122.53955,3.26,367.78,1.51,
1,2022,3,21,22,38,55,6,10.31,29.88,47.60810,-122.53954,1.05,378.94,1.51,
1,2022,3,21,22,38,57,6,10.25,29.94,47.60810,-122.53951,1.58,395.67,1.51,
1,2022,3,21,22,38,59,6,10.19,30.06,47.60810,-122.53946,2.43,408.79,1.51,
