DashWare Lum CSV File
Time,Longitude [deg],Latitude [deg],Altitude [m],Speed [m/s],TemperatureA [C],TemperatureB [C],NumSatellites,VerticalSpeed [m/s]
2022/05/28 21:01:24,-119.944970,47.078780,9599.5998,10.9838,-33.75,3.69,11,2.79
2022/05/28 21:01:26,-119.944990,47.078960,9604.4004,9.7544,-33.88,3.63,11,2.72
2022/05/28 21:01:28,-119.945020,47.079150,9609.4997,10.501,-33.94,3.69,11,2.69
2022/05/28 21:01:30,-119.945050,47.079340,9615.0013,11.395,-34,3.56,11,2.69
2022/05/28 21:01:32,-119.945070,47.079560,9619.8995,12.4992,-33.94,3.56,11,2.67
2022/05/28 21:01:34,-119.945080,47.079770,9625.8004,11.2028,-33.75,3.56,11,2.66
2022/05/28 21:01:36,-119.945120,47.079960,9631.2015,10.7111,-33.63,3.56,11,2.63
2022/05/28 21:01:38,-119.945170,47.080150,9636.0996,10.4339,-33.44,3.5,11,2.63
2022/05/28 21:01:40,-119.945180,47.080340,9642.2017,10.6574,-33.5,3.44,11,2.68
2022/05/28 21:01:42,-119.945180,47.080530,9647.4991,10.8541,-33.5,3.5,11,2.67
2022/05/28 21:01:44,-119.945160,47.080730,9653.1013,11.2833,-33.69,3.5,11,2.68
2022/05/28 21:01:46,-119.945170,47.080940,9659.5997,11.9851,-33.88,3.44,11,2.74
2022/05/28 21:01:48,-119.945190,47.081170,9666.2992,12.6602,-33.94,3.44,11,2.78
2022/05/28 21:01:50,-119.945220,47.081390,9671.9989,12.7988,-33.94,3.38,11,2.79
2022/05/28 21:01:52,-119.945250,47.081630,9677.2019,12.9239,-33.81,3.38,11,2.79
2022/05/28 21:01:54,-119.945280,47.081840,9683.9989,11.9181,-33.88,3.38,11,2.81
2022/05/28 21:01:56,-119.945300,47.082060,9692.6004,11.9807,-34,3.38,11,2.94
2022/05/28 21:01:58,-119.945320,47.082270,9702.799,11.6946,-34.31,3.31,11,3.11
2022/05/28 21:02:00,-119.945350,47.082490,9712.9001,12.1103,-34.56,3.25,11,3.26
2022/05/28 21:02:02,-119.945380,47.082700,9721.8002,12.5305,-34.75,3.19,11,3.40
2022/05/28 21:02:04,-119.945390,47.082950,9729.4019,14.578,-34.94,3.19,11,3.45
2022/05/28 21:02:06,-119.945360,47.083210,9737.601,14.0952,-35.31,3.25,11,3.55
2022/05/28 21:02:08,-119.945280,47.083470,9745.0016,14.949,-35.44,3.19,11,3.63
2022/05/28 21:02:10,-119.945180,47.083710,9750.8995,13.6437,-35.63,3.13,11,3.62
2022/05/28 21:02:12,-119.945080,47.083950,9756.1999,14.6137,-35.69,3.13,11,3.62
2022/05/28 21:02:14,-119.945010,47.084190,9761.5004,12.7719,-35.69,3.13,11,3.61
2022/05/28 21:02:16,-119.944980,47.084430,9766.5997,14.0013,-35.75,3.13,11,3.57
2022/05/28 21:02:18,-119.944930,47.084680,9771.1992,13.3263,-35.75,3.13,11,3.50
2022/05/28 21:02:20,-119.944890,47.084920,9775.9998,14.0594,-35.69,3.13,11,3.47
2022/05/28 21:02:22,-119.944830,47.085160,9781.9007,12.9105,-35.69,3.13,11,3.49
2022/05/28 21:02:24,-119.944750,47.085380,9786.8994,13.2637,-35.75,3.06,11,3.43
2022/05/28 21:02:26,-119.944660,47.085620,9792.0993,13.4023,-35.69,3,11,3.32
2022/05/28 21:02:28,-119.944580,47.085860,9797.2992,14.35,-35.75,2.94,11,3.15
2022/05/28 21:02:30,-119.944530,47.086120,9801.5999,14.5735,-35.75,3,11,2.96
2022/05/28 21:02:32,-119.944450,47.086380,9807.001,14.5109,-35.69,2.94,11,2.84
2022/05/28 21:02:34,-119.944380,47.086620,9812.399,13.295,-35.75,2.88,11,2.77
2022/05/28 21:02:36,-119.944280,47.086850,9816.6997,13.0402,-35.69,2.88,11,2.64
2022/05/28 21:02:38,-119.944190,47.087080,9821.799,13.3397,-35.63,2.88,11,2.56
2022/05/28 21:02:40,-119.944090,47.087310,9827.4012,14.0505,-35.63,2.88,11,2.55
2022/05/28 21:02:42,-119.944000,47.087570,9832.3999,15.5659,-35.44,2.81,11,2.54
2022/05/28 21:02:44,-119.943920,47.087840,9836.7982,15.0429,-35.44,2.81,11,2.51
2022/05/28 21:02:46,-119.943840,47.088110,9841.5988,15.0787,-35.5,2.75,11,2.50
2022/05/28 21:02:48,-119.943750,47.088360,9847.1004,14.0594,-35.56,2.75,11,2.53
2022/05/28 21:02:50,-119.943650,47.088600,9851.6999,13.599,-35.63,2.75,11,2.52
2022/05/28 21:02:52,-119.943560,47.088840,9856.6011,13.8851,-35.69,2.69,11,2.49
2022/05/28 21:02:54,-119.943480,47.089090,9861.9991,14.7255,-35.56,2.69,11,2.50
2022/05/28 21:02:56,-119.943420,47.089360,9866.6991,15.1502,-35.56,2.69,11,2.49
2022/05/28 21:02:58,-119.943350,47.089620,9871.2985,14.8641,-35.56,2.69,11,2.47
2022/05/28 21:03:00,-119.943280,47.089880,9877.0013,14.569,-35.63,2.69,11,2.51
2022/05/28 21:03:02,-119.943180,47.090110,9882.4999,13.0402,-35.63,2.63,11,2.52
2022/05/28 21:03:04,-119.943080,47.090340,9887.8004,13.4425,-35.69,2.63,11,2.51
2022/05/28 21:03:06,-119.942980,47.090570,9893.5002,13.6124,-35.81,2.63,11,2.56
2022/05/28 21:03:08,-119.942890,47.090820,9899.0993,14.8104,-35.75,2.56,11,2.58
2022/05/28 21:03:10,-119.942820,47.091090,9904.1011,14.7747,-35.75,2.5,11,2.56
2022/05/28 21:03:12,-119.942730,47.091350,9909.301,15.2262,-35.81,2.56,11,2.56
2022/05/28 21:03:14,-119.942650,47.091610,9915.2019,14.7523,-35.88,2.5,11,2.61
2022/05/28 21:03:16,-119.942530,47.091870,9921.4991,14.8775,-36,2.56,11,2.66
2022/05/28 21:03:18,-119.942410,47.092120,9927.7018,14.6942,-35.88,2.44,11,2.69
2022/05/28 21:03:20,-119.942280,47.092370,9931.7007,14.8417,-35.75,2.44,11,2.67
2022/05/28 21:03:22,-119.942150,47.092610,9935.401,14.3634,-35.63,2.44,11,2.63
2022/05/28 21:03:24,-119.942020,47.092860,9940.7015,14.0236,-35.56,2.38,11,2.62
2022/05/28 21:03:26,-119.941950,47.093090,9946.3007,12.9955,-35.44,2.44,11,2.65
2022/05/28 21:03:28,-119.941870,47.093320,9951.7017,12.991,-35.38,2.38,11,2.68
2022/05/28 21:03:30,-119.941810,47.093550,9956.801,13.3084,-35.19,2.38,11,2.66
2022/05/28 21:03:32,-119.941730,47.093790,9962.0009,14.2293,-35,2.31,11,2.65
2022/05/28 21:03:34,-119.941660,47.094040,9966.7009,14.5109,-34.81,2.31,11,2.63
2022/05/28 21:03:36,-119.941570,47.094300,9971.0016,14.8283,-34.75,2.31,11,2.58
2022/05/28 21:03:38,-119.941470,47.094550,9976.2991,13.9789,-34.88,2.31,11,2.57
2022/05/28 21:03:40,-119.941380,47.094780,9981.5995,12.2623,-35,2.31,11,2.58
2022/05/28 21:03:42,-119.941290,47.094990,9986.5007,12.4679,-34.94,2.25,11,2.57
2022/05/28 21:03:44,-119.941180,47.095200,9991.6,12.3204,-34.94,2.31,11,2.55
2022/05/28 21:03:46,-119.941060,47.095410,9996.7999,13.6124,-35,2.25,11,2.51
2022/05/28 21:03:48,-119.940920,47.095650,10001.3994,14.1578,-35,2.25,11,2.46
2022/05/28 21:03:50,-119.940770,47.095890,10006.3005,14.4707,-35.06,2.25,11,2.49
2022/05/28 21:03:52,-119.940660,47.096120,10012.1009,13.3084,-35.31,2.25,11,2.56
2022/05/28 21:03:54,-119.940570,47.096340,10017.0996,12.8926,-35.38,2.25,11,2.55
2022/05/28 21:03:56,-119.940470,47.096570,10022.1989,12.8524,-35.31,2.13,11,2.53
2022/05/28 21:03:58,-119.940350,47.096790,10027.4994,13.5766,-35.38,2.19,11,2.53
2022/05/28 21:04:00,-119.940180,47.097020,10032.1994,14.8015,-35.31,2.13,11,2.51
2022/05/28 21:04:02,-119.940000,47.097250,10036.6982,14.5959,-35.19,2.13,11,2.49
2022/05/28 21:04:04,-119.939820,47.097490,10041.5994,15.2217,-35.31,2.13,11,2.50
2022/05/28 21:04:06,-119.939660,47.097740,10046.6987,15.025,-35.44,2.13,11,2.52
2022/05/28 21:04:08,-119.939510,47.097990,10051.5999,14.4081,-35.44,2.13,11,2.51
2022/05/28 21:04:10,-119.939380,47.098210,10055.9006,13.3307,-35.38,2.06,11,2.48
2022/05/28 21:04:12,-119.939220,47.098430,10061.1005,13.7062,-35.38,2.06,11,2.49
2022/05/28 21:04:14,-119.939060,47.098660,10066.0992,14.5467,-35.31,2.06,11,2.48
2022/05/28 21:04:16,-119.938860,47.098890,10070.5006,14.958,-35.19,1.94,11,2.46
2022/05/28 21:04:18,-119.938670,47.099120,10075.8986,14.2472,-35.25,2,11,2.48
2022/05/28 21:04:20,-119.938510,47.099340,10080.7998,13.0223,-35.31,1.94,11,2.48
2022/05/28 21:04:22,-119.938380,47.099540,10085.3992,13.0312,-35.19,1.94,11,2.44
2022/05/28 21:04:24,-119.938220,47.099750,10091.1995,12.5931,-35.19,1.94,11,2.47
2022/05/28 21:04:26,-119.938060,47.099950,10097.1005,13.0983,-35.19,1.94,11,2.50
2022/05/28 21:04:28,-119.937850,47.100150,10102.0016,13.286,-35.06,1.88,11,2.48
2022/05/28 21:04:30,-119.937670,47.100340,10107.3996,13.0312,-34.94,1.88,11,2.51
2022/05/28 21:04:32,-119.937480,47.100540,10113.3006,12.4232,-34.88,1.88,11,2.55
2022/05/28 21:04:34,-119.937360,47.100730,10119.0003,11.8823,-35,1.88,11,2.58
2022/05/28 21:04:36,-119.937210,47.100930,10124.8007,11.9404,-35,1.88,11,2.60
2022/05/28 21:04:38,-119.937090,47.101110,10129.9,11.1626,-35.06,1.81,11,2.61
2022/05/28 21:04:40,-119.936960,47.101310,10134.4994,12.0656,-35.06,1.81,11,2.62
2022/05/28 21:04:42,-119.936830,47.101490,10139.6018,11.6141,-34.88,1.81,11,2.62
2022/05/28 21:04:44,-119.936670,47.101690,10145.4996,12.7675,-34.94,1.75,11,2.65
2022/05/28 21:04:46,-119.936500,47.101890,10150.1997,12.5216,-35,1.69,11,2.66
2022/05/28 21:04:48,-119.936330,47.102090,10154.8997,12.6378,-35.13,1.69,11,2.63
2022/05/28 21:04:50,-119.936190,47.102270,10160.8006,11.4666,-35.25,1.69,11,2.67
2022/05/28 21:04:52,-119.936040,47.102440,10165.8999,10.805,-35.19,1.63,11,2.68
2022/05/28 21:04:54,-119.935900,47.102610,10170.3988,10.72,-35.13,1.56,11,2.64
2022/05/28 21:04:56,-119.935750,47.102780,10176.001,11.3548,-35.06,1.63,11,2.63
2022/05/28 21:04:58,-119.935620,47.102980,10181.2984,12.5663,-34.88,1.56,11,2.64
2022/05/28 21:05:00,-119.935480,47.103180,10186.8,12.0298,-35,1.5,11,2.65
2022/05/28 21:05:02,-119.935360,47.103370,10192.3992,11.7348,-34.94,1.5,11,2.64
2022/05/28 21:05:04,-119.935210,47.103550,10197.9984,11.1939,-34.88,1.5,11,2.63
2022/05/28 21:05:06,-119.935040,47.103730,10203.5,12.1863,-34.81,1.5,11,2.62
2022/05/28 21:05:08,-119.934870,47.103910,10208.5993,12.0209,-34.75,1.44,11,2.62
2022/05/28 21:05:10,-119.934710,47.104110,10214.3997,12.6691,-34.56,1.44,11,2.66
2022/05/28 21:05:12,-119.934570,47.104310,10219.9989,12.3249,-34.63,1.38,11,2.68
2022/05/28 21:05:14,-119.934450,47.104520,10224.7995,12.5082,-34.63,1.38,11,2.64
2022/05/28 21:05:16,-119.934330,47.104720,10230.3986,12.2578,-34.75,1.38,11,2.67
2022/05/28 21:05:18,-119.934180,47.104930,10236.4002,13.2681,-34.81,1.38,11,2.72
2022/05/28 21:05:20,-119.934010,47.105130,10241.9018,12.9597,-34.94,1.31,11,2.70
2022/05/28 21:05:22,-119.933830,47.105330,10247.7997,13.1296,-35.06,1.31,11,2.73
2022/05/28 21:05:24,-119.933680,47.105530,10253.4994,11.4845,-35.25,1.31,11,2.77
2022/05/28 21:05:26,-119.933560,47.105710,10258.5012,11.7974,-35.25,1.25,11,2.75
2022/05/28 21:05:28,-119.933410,47.105910,10264.2985,11.7929,-35.19,1.25,11,2.77
2022/05/28 21:05:30,-119.933250,47.106100,10270.0988,13.4023,-35.25,1.31,11,2.78
2022/05/28 21:05:32,-119.933060,47.106300,10275.3993,12.8256,-35.31,1.25,11,2.77
2022/05/28 21:05:34,-119.932880,47.106500,10281.0015,13.0804,-35.19,1.19,11,2.77
2022/05/28 21:05:36,-119.932720,47.106690,10286.7988,11.2475,-35.06,1.19,11,2.78
2022/05/28 21:05:38,-119.932590,47.106860,10292.0993,11.1268,-35.06,1.19,11,2.78
2022/05/28 21:05:40,-119.932450,47.107050,10298.2014,11.5381,-35.13,1.13,11,2.79
2022/05/28 21:05:42,-119.932300,47.107240,10303.5994,12.6468,-35.19,1.13,11,2.79
2022/05/28 21:05:44,-119.932150,47.107440,10308.1013,12.6244,-35.25,1.06,11,2.78
2022/05/28 21:05:46,-119.931990,47.107640,10313.3012,12.5663,-35.25,1.06,11,2.76
2022/05/28 21:05:48,-119.931830,47.107830,10318.6992,11.3995,-35.19,1.13,11,2.74
2022/05/28 21:05:50,-119.931660,47.107990,10323.701,11.7169,-35.13,1,11,2.73
2022/05/28 21:05:52,-119.931480,47.108170,10329.4983,12.1908,-35,1,11,2.72
2022/05/28 21:05:54,-119.931320,47.108380,10334.3994,13.2994,-35.06,1.06,11,2.70
2022/05/28 21:05:56,-119.931150,47.108580,10339.4012,12.611,-35.25,0.94,11,2.70
2022/05/28 21:05:58,-119.930980,47.108770,10344.6986,12.2891,-35.25,0.94,11,2.68
2022/05/28 21:06:00,-119.930810,47.108940,10349.4992,11.1715,-35.38,0.94,11,2.65
2022/05/28 21:06:02,-119.930640,47.109120,10354.6991,11.8734,-35.31,0.88,11,2.64
2022/05/28 21:06:04,-119.930460,47.109280,10360.1002,11.328,-35.31,0.94,11,2.64
2022/05/28 21:06:06,-119.930280,47.109460,10365.6994,12.6915,-35.25,0.88,11,2.63
2022/05/28 21:06:08,-119.930130,47.109660,10370.8992,12.3607,-35,0.81,11,2.63
2022/05/28 21:06:10,-119.929970,47.109860,10375.8004,12.8882,-34.88,0.81,11,2.59
2022/05/28 21:06:12,-119.929810,47.110050,10381.6008,11.9449,-35,0.88,11,2.60
2022/05/28 21:06:14,-119.929630,47.110220,10387.4011,11.1447,-34.88,0.81,11,2.64
2022/05/28 21:06:16,-119.929470,47.110380,10392.7991,10.9078,-34.94,0.81,11,2.65
2022/05/28 21:06:18,-119.929300,47.110540,10398.8006,11.1715,-35.06,0.81,11,2.67
2022/05/28 21:06:20,-119.929160,47.110730,10404.3998,11.8421,-34.94,0.75,11,2.69
2022/05/28 21:06:22,-119.929030,47.110910,10409.8009,11.3861,-34.88,0.75,11,2.68
2022/05/28 21:06:24,-119.928890,47.111100,10414.9002,10.9748,-34.81,0.75,11,2.68
2022/05/28 21:06:26,-119.928760,47.111250,10419.399,9.8215,-34.88,0.75,11,2.67
2022/05/28 21:06:28,-119.928620,47.111400,10424.4008,10.1344,-34.94,0.75,11,2.66
2022/05/28 21:06:30,-119.928470,47.111560,10430,10.4339,-34.81,0.69,11,2.68
2022/05/28 21:06:32,-119.928310,47.111720,10435.401,11.8287,-34.75,0.69,11,2.69
2022/05/28 21:06:34,-119.928120,47.111900,10440.101,11.8644,-34.81,0.69,11,2.67
2022/05/28 21:06:36,-119.927950,47.112070,10445.2003,11.1715,-34.88,0.69,11,2.65
2022/05/28 21:06:38,-119.927790,47.112210,10450.5008,9.3834,-34.75,0.63,11,2.65
2022/05/28 21:06:40,-119.927640,47.112340,10455.7007,9.4191,-34.69,0.56,11,2.66
2022/05/28 21:06:42,-119.927470,47.112480,10461.1993,9.361,-34.63,0.63,11,2.65
2022/05/28 21:06:44,-119.927330,47.112600,10466.6004,9.0079,-34.56,0.56,11,2.64
2022/05/28 21:06:46,-119.927210,47.112730,10471.401,8.1004,-34.56,0.63,11,2.62
2022/05/28 21:06:48,-119.927080,47.112850,10476.6008,8.7441,-34.5,0.56,11,2.59
2022/05/28 21:06:50,-119.926930,47.112980,10481.7001,9.5532,-34.31,0.56,11,2.58
2022/05/28 21:06:52,-119.926760,47.113120,10486.0009,10.5412,-34.31,0.56,11,2.54
2022/05/28 21:06:54,-119.926590,47.113260,10491.2008,9.5175,-34.31,0.56,11,2.54
2022/05/28 21:06:56,-119.926440,47.113390,10496.4006,8.7888,-34.31,0.56,11,2.57
2022/05/28 21:06:58,-119.926310,47.113510,10501.3994,8.914,-34.31,0.56,11,2.57
2022/05/28 21:07:00,-119.926150,47.113650,10506.6998,10.5323,-34.38,0.5,11,2.56
2022/05/28 21:07:02,-119.925960,47.113810,10511.601,11.5962,-34.25,0.5,11,2.54
2022/05/28 21:07:04,-119.925760,47.113960,10517.4989,11.471,-34.19,0.44,11,2.58
2022/05/28 21:07:06,-119.925550,47.114110,10523.7991,10.8497,-34.25,0.44,11,2.62
2022/05/28 21:07:08,-119.925380,47.114240,10529.0996,9.5979,-34.25,0.44,11,2.62
2022/05/28 21:07:10,-119.925190,47.114370,10533.4003,9.9422,-34.25,0.44,11,2.59
2022/05/28 21:07:12,-119.925020,47.114500,10537.8016,9.8394,-34.25,0.44,11,2.55
2022/05/28 21:07:14,-119.924840,47.114640,10542.3005,10.7424,-34.31,0.44,11,2.52
2022/05/28 21:07:16,-119.924680,47.114810,10546.4,11.1179,-34.25,0.31,11,2.50
2022/05/28 21:07:18,-119.924500,47.114970,10551.2006,11.4621,-34.19,0.31,11,2.49
2022/05/28 21:07:20,-119.924320,47.115120,10556.6017,10.7871,-34.25,0.38,11,2.50
2022/05/28 21:07:22,-119.924110,47.115260,10561.1005,10.872,-34.38,0.31,11,2.50
2022/05/28 21:07:24,-119.923910,47.115400,10566.0993,11.0911,-34.44,0.31,11,2.50
2022/05/28 21:07:26,-119.923710,47.115560,10570.7993,12.5797,-34.31,0.31,11,2.48
2022/05/28 21:07:28,-119.923510,47.115740,10575.7005,11.9986,-34.31,0.25,11,2.48
2022/05/28 21:07:30,-119.923300,47.115900,10581.4002,12.012,-34.13,0.25,11,2.49
2022/05/28 21:07:32,-119.923100,47.116040,10585.9997,10.3713,-34.19,0.25,11,2.48
2022/05/28 21:07:34,-119.922900,47.116180,10590.401,11.0195,-34.25,0.25,11,2.43
2022/05/28 21:07:36,-119.922710,47.116320,10595.101,10.5904,-34.31,0.19,11,2.38
2022/05/28 21:07:38,-119.922520,47.116490,10599.8985,12.4992,-34.31,0.19,11,2.36
2022/05/28 21:07:40,-119.922330,47.116660,10604.6991,11.8689,-34.31,0.19,11,2.38
2022/05/28 21:07:42,-119.922140,47.116840,10609.2986,12.5663,-34.38,0.19,11,2.38
2022/05/28 21:07:44,-119.921970,47.117020,10614.3003,11.2967,-34.44,0.19,11,2.40
2022/05/28 21:07:46,-119.921790,47.117180,10618.8998,10.6664,-34.44,0.13,11,2.42
2022/05/28 21:07:48,-119.921620,47.117320,10622.7006,10.2774,-34.44,0.19,11,2.38
2022/05/28 21:07:50,-119.921430,47.117470,10627.5988,11.4979,-34.38,0.19,11,2.37
2022/05/28 21:07:52,-119.921240,47.117640,10632.4999,12.3964,-34.38,0.13,11,2.38
2022/05/28 21:07:54,-119.921020,47.117820,10637.0994,12.7898,-34.31,0.13,11,2.37
2022/05/28 21:07:56,-119.920810,47.117980,10642.2017,12.2802,-34.5,0.13,11,2.38
2022/05/28 21:07:58,-119.920590,47.118140,10647.2004,11.6052,-34.5,0.06,11,2.38
2022/05/28 21:08:00,-119.920360,47.118270,10651.4006,11.3816,-34.63,0,11,2.33
2022/05/28 21:08:02,-119.920140,47.118400,10655.6007,11.0329,-34.56,0.06,11,2.32
2022/05/28 21:08:04,-119.919920,47.118530,10659.9015,11.0955,-34.63,0,11,2.32
2022/05/28 21:08:06,-119.919720,47.118680,10664.5984,11.5426,-34.56,0,11,2.32
2022/05/28 21:08:08,-119.919490,47.118840,10668.8992,12.6959,-34.56,0,11,2.30
2022/05/28 21:08:10,-119.919280,47.119000,10673.4011,11.8063,-34.63,0,11,2.29
2022/05/28 21:08:12,-119.919080,47.119160,10677.7993,11.3056,-34.63,0,11,2.28
2022/05/28 21:08:14,-119.918850,47.119280,10682.2006,10.7871,-34.69,0,11,2.26
2022/05/28 21:08:16,-119.918640,47.119420,10687.5011,12.012,-34.63,0,11,2.29
2022/05/28 21:08:18,-119.918410,47.119590,10691.8994,13.1117,-34.5,-0.06,11,2.31
2022/05/28 21:08:20,-119.918180,47.119760,10696.4013,12.6646,-34.5,0,11,2.29
2022/05/28 21:08:22,-119.917960,47.119930,10701.0982,12.3115,-34.5,0,11,2.29
2022/05/28 21:08:24,-119.917770,47.120080,10704.9997,10.5636,-34.44,-0.06,11,2.26
2022/05/28 21:08:26,-119.917590,47.120240,10709.401,11.5694,-34.38,0,11,2.24
2022/05/28 21:08:28,-119.917400,47.120400,10713.8998,11.0464,-34.31,0,11,2.22
2022/05/28 21:08:30,-119.917210,47.120570,10717.8988,12.3741,-34.5,-0.06,11,2.22
2022/05/28 21:08:32,-119.917030,47.120740,10721.9008,11.6812,-34.31,-0.13,11,2.21
2022/05/28 21:08:34,-119.916840,47.120910,10726.6008,11.9628,-34.19,-0.19,11,2.22
2022/05/28 21:08:36,-119.916660,47.121070,10731.3984,10.5904,-34.06,-0.19,11,2.23
2022/05/28 21:08:38,-119.916470,47.121210,10736.1015,10.8631,-34.13,-0.13,11,2.24
2022/05/28 21:08:40,-119.916280,47.121350,10741.2008,10.7871,-34.19,-0.13,11,2.26
2022/05/28 21:08:42,-119.916080,47.121520,10745.8002,12.5126,-34.13,-0.13,11,2.27
2022/05/28 21:08:44,-119.915890,47.121700,10750.0003,12.1371,-34.25,-0.13,11,2.26
2022/05/28 21:08:46,-119.915700,47.121870,10754.8009,12.1371,-34.19,-0.19,11,2.24
2022/05/28 21:08:48,-119.915500,47.122020,10759.1017,10.4741,-33.94,-0.19,11,2.24
2022/05/28 21:08:50,-119.915310,47.122160,10763.8992,11.3593,-33.94,-0.19,11,2.25
2022/05/28 21:08:52,-119.915100,47.122310,10769.0991,11.623,-33.69,-0.19,11,2.27
2022/05/28 21:08:54,-119.914910,47.122490,10773.5004,12.5886,-33.63,-0.25,11,2.28
2022/05/28 21:08:56,-119.914710,47.122660,10778.8984,11.699,-33.56,-0.19,11,2.32
2022/05/28 21:08:58,-119.914510,47.122810,10784.2995,10.7737,-33.63,-0.19,11,2.35
2022/05/28 21:09:00,-119.914310,47.122940,10789.7005,10.7692,-33.5,-0.25,11,2.39
2022/05/28 21:09:02,-119.914100,47.123090,10795.1991,11.4889,-33.5,-0.25,11,2.44
2022/05/28 21:09:04,-119.913890,47.123250,10800.2009,11.9986,-33.38,-0.25,11,2.45
2022/05/28 21:09:06,-119.913690,47.123400,10805.3002,11.5426,-33.38,-0.25,11,2.46
2022/05/28 21:09:08,-119.913470,47.123540,10810.8994,11.3191,-33.44,-0.25,11,2.49
2022/05/28 21:09:10,-119.913230,47.123660,10815.9012,11.2341,-33.38,-0.31,11,2.49
2022/05/28 21:09:12,-119.912990,47.123790,10820.6012,11.7124,-33.44,-0.31,11,2.49
2022/05/28 21:09:14,-119.912750,47.123920,10825.8011,11.5023,-33.44,-0.31,11,2.53
2022/05/28 21:09:16,-119.912530,47.124060,10831.0009,11.6677,-33.44,-0.31,11,2.54
2022/05/28 21:09:18,-119.912320,47.124210,10835.6004,11.7929,-33.38,-0.38,11,2.55
2022/05/28 21:09:20,-119.912090,47.124370,10840.8003,12.1416,-33.25,-0.31,11,2.56
2022/05/28 21:09:22,-119.911840,47.124500,10846.0002,12.1908,-33.06,-0.31,11,2.56
2022/05/28 21:09:24,-119.911580,47.124640,10851.4012,12.3964,-33.06,-0.38,11,2.60
2022/05/28 21:09:26,-119.911330,47.124780,10856.7992,12.7853,-33.13,-0.38,11,2.60
2022/05/28 21:09:28,-119.911080,47.124950,10861.3011,13.2279,-33.19,-0.44,11,2.57
2022/05/28 21:09:30,-119.910840,47.125100,10866.7997,12.6959,-33.38,-0.38,11,2.57
2022/05/28 21:09:32,-119.910590,47.125260,10872.7006,12.8211,-33.44,-0.38,11,2.58
2022/05/28 21:09:34,-119.910320,47.125390,10878.1992,12.2221,-33.44,-0.44,11,2.60
2022/05/28 21:09:36,-119.910070,47.125530,10883.9996,12.1327,-33.31,-0.5,11,2.62
2022/05/28 21:09:38,-119.909840,47.125650,10888.9008,10.9882,-33.19,-0.44,11,2.60
2022/05/28 21:09:40,-119.909610,47.125790,10893.5002,11.9673,-33.19,-0.44,11,2.59
2022/05/28 21:09:42,-119.909360,47.125920,10898.9012,12.1327,-33.13,-0.5,11,2.61
2022/05/28 21:09:44,-119.909100,47.126080,10904.2992,14.3098,-33,-0.44,11,2.62
2022/05/28 21:09:46,-119.908810,47.126250,10909.999,13.8314,-32.81,-0.5,11,2.63
2022/05/28 21:09:48,-119.908520,47.126400,10915.1014,14.4975,-32.88,-0.56,11,2.65
2022/05/28 21:09:50,-119.908220,47.126550,10918.9998,14.1131,-32.94,-0.56,11,2.61
2022/05/28 21:09:52,-119.907920,47.126710,10923.5992,14.0505,-32.94,-0.5,11,2.59
2022/05/28 21:09:54,-119.907620,47.126850,10929.6007,13.7822,-32.94,-0.5,11,2.61
2022/05/28 21:09:56,-119.907360,47.127010,10935.8003,12.9597,-32.81,-0.56,11,2.63
2022/05/28 21:09:58,-119.907100,47.127160,10941.302,13.0536,-32.81,-0.56,11,2.67
2022/05/28 21:10:00,-119.906820,47.127310,10947.3004,13.6794,-32.81,-0.56,11,2.68
2022/05/28 21:10:02,-119.906510,47.127460,10952.799,14.8954,-32.75,-0.63,11,2.67
2022/05/28 21:10:04,-119.906200,47.127600,10958.3007,14.2695,-32.5,-0.63,11,2.67
2022/05/28 21:10:06,-119.905870,47.127740,10963.6011,14.9356,-32.44,-0.56,11,2.65
2022/05/28 21:10:08,-119.905540,47.127880,10969.0997,14.2203,-32.38,-0.63,11,2.67
2022/05/28 21:10:10,-119.905240,47.128010,10975.0007,13.6884,-32.38,-0.63,11,2.72
2022/05/28 21:10:12,-119.904960,47.128150,10979.6001,12.2802,-32.38,-0.63,11,2.69
2022/05/28 21:10:14,-119.904680,47.128280,10984.6994,13.3888,-32.31,-0.63,11,2.68
2022/05/28 21:10:16,-119.904410,47.128420,10991.3014,12.8837,-32.19,-0.63,11,2.71
2022/05/28 21:10:18,-119.904100,47.128560,10996.9005,14.7255,-32.13,-0.63,11,2.73
2022/05/28 21:10:20,-119.903810,47.128710,11002.899,13.3352,-31.88,-0.63,11,2.80
2022/05/28 21:10:22,-119.903530,47.128850,11009.2998,12.7138,-31.81,-0.69,11,2.86
2022/05/28 21:10:24,-119.903290,47.128970,11014.9996,11.3816,-31.88,-0.69,11,2.85
2022/05/28 21:10:26,-119.903030,47.129110,11021.6015,12.5126,-31.94,-0.69,11,2.86
2022/05/28 21:10:28,-119.902760,47.129240,11027.7006,12.8971,-31.94,-0.69,11,2.88
2022/05/28 21:10:30,-119.902470,47.129390,11032.6018,14.1354,-31.69,-0.69,11,2.84
2022/05/28 21:10:32,-119.902200,47.129540,11037.6005,13.1117,-31.81,-0.69,11,2.83
2022/05/28 21:10:34,-119.901910,47.129680,11043.4008,13.4112,-31.94,-0.75,11,2.84
2022/05/28 21:10:36,-119.901650,47.129810,11049.3993,11.2922,-31.94,-0.75,11,2.86
2022/05/28 21:10:38,-119.901400,47.129910,11054.6998,11.4353,-32,-0.69,11,2.85
2022/05/28 21:10:40,-119.901150,47.130020,11060.0002,11.328,-32,-0.81,11,2.83
